5,3,1,4,2
-18.915060142489324,-11.31539445621318,-10.570153684659612,-13.908650144006797,-43.811636464498434
-14.983825867194383,-15.948682252190418,-10.375698944432006,-7.8434399071162595,-7.454718212285204
-16.52041617177059,-162.93939622333102,-10.615971564003498,-169.4623213840757,-7.4539464571632665
-43.27437144869236,-23.1225288707083,-43.170482661349546,-40.94500139012948,-14.064903062316569
-19.16035155862486,-43.093449257972104,-43.11729296512024,-14.096711510761656,-13.713144481014481
-166.62109691607318,-157.2787939536124,-170.10291607881192,-179.73410050398275,-155.98887815263654
-17.555483612122384,-162.14894594656553,-42.97265145298149,-40.05918001392172,-171.06088748387072
-180.5431059267243,-12.513942060910853,-16.45348104395915,-43.50970059496208,-8.673855345532818
-16.874032512115924,-15.213399445300551,-14.988843334073636,-13.580631457372766,-12.449919382389636
-16.944751381712123,-12.766598018152724,-20.76362864239043,-15.476906366362066,-165.3162237926834
-177.68318609891995,-175.30572652847042,-175.49949648126096,-174.43023859725528,-175.45740165173493
-174.9121513267445,-176.09025577548974,-174.40698973186926,-175.65616141693283,-174.5582271510704
-174.27507680747686,-159.04971913253164,-177.08095456818282,-13.60308341650445,-63.85690735122389
-47.627385796721995,-158.14790452349234,-38.86964573932045,-172.83192299630792,-46.25816650318602
-12.353108691601328,-10.789207650563,-14.472232065536623,-12.971545832224182,-8.149860390599411
-11.539936013251028,-159.3109868960097,-158.4213345134056,-12.096614883724504,-8.18335493714571
-174.44275913685584,-15.029589455274856,-9.049032005820616,-8.114176951938123,-12.468754444755557
-9.739481494286881,-35.54571997895315,-170.92370553917834,-33.453787877673356,-11.708458068485063
-15.656460326531544,-9.555556703042393,-9.803905641535358,-8.313279845811625,-8.184362694558518
-14.655319710254595,-15.690691193549975,-14.218097896596158,-11.877568051431853,-40.17124297092909
-14.278454697285492,-162.8814420479964,-14.741691613209536,-159.87477147944244,-8.792597364252773
-11.798600763387759,-11.282383399099798,-9.45653541587024,-7.347598624136809,-8.291404048964552
-10.788912659826677,-9.293060099824281,-9.927954903166631,-7.532616845368166,-7.121835149404276
-11.171608889863586,-15.430217013555978,-9.308765188465543,-8.48100019988325,-8.591700951019346
-10.56438322818051,-10.625662683280584,-7.977829037444086,-7.133242500921268,-8.75404681058344
-10.431730045033579,-10.936929782141608,-11.26570263419151,-7.8825906793581035,-7.255572647686383
-11.68227761736124,-11.651839864953402,-9.476167490898845,-7.443861171718986,-6.886795751881761
-10.204096840933126,-10.343427396872672,-9.280904702930705,-7.110289690238875,-7.190941805489282
-12.593092758888558,-12.608603552136683,-8.28775386003327,-8.011543999299501,-9.136414126202903
-12.544417479374719,-12.159068565451944,-9.419736875119554,-7.138074138714301,-7.073592964230253
-11.45279981268999,-11.000744899223458,-8.958293604387439,-6.61810784447708,-7.4980173808205235
-41.1954042799196,-15.640248411295829,-15.934993079592534,-9.007199046987507,-9.647480751521757
-11.043891270446865,-10.946857218208564,-9.510068203263891,-7.275531184142156,-9.358928114717122
-175.96454090791167,-159.472116528198,-176.00112998914034,-176.44281097937582,-32.134832340533386
-182.68630938077928,-164.27231813674703,-39.941296979609504,-168.25591591145547,-185.32008213776726
-174.4315774089277,-157.5384317930099,-160.5033837217493,-155.62263701107298,-174.3055600056598
-174.3711877395903,-175.7071801917023,-159.34587732709076,-171.45899259123107,-169.5332482050337
-175.5140707486562,-174.26946372700272,-163.10810745103052,-176.30428216751324,-173.94170960574348
-176.8448307712163,-176.26205618358932,-175.84251459298898,-176.26035362655182,-174.21318489581532
-174.44763756934682,-176.52103784950305,-177.27329574827272,-174.4223199307759,-174.87533408887612
-176.14437961608365,-174.1421981926391,-174.05391400697798,-175.05752940464993,-174.87730493612003
-175.51957986997877,-174.84043671291911,-174.9452472448004,-175.54899624999277,-173.62549790428707
-175.0469359612234,-157.50963706766296,-169.00862553552346,-179.53513932041542,-177.0188302893882
-174.08144616774763,-175.35585890642488,-174.2241767154907,-174.85755550133248,-174.797378403318
-165.85910802575904,-158.84498292563973,-174.9062632147997,-173.73994710482862,-177.93533024566088
-178.11116807545787,-175.98016696710653,-174.21879434336986,-177.33572913545433,-175.45693331181837
-168.5413654627833,-162.54704411718674,-177.83876259335946,-181.43635382301946,-156.09230616058784
-12.621591696530043,-158.12204337002856,-10.547784017476856,-7.168867624925187,-6.8979728921222145
-11.359007760999708,-10.79231058515346,-9.496260320669947,-7.49908353428603,-8.210018827459928
-12.499995491221645,-182.78130862271695,-10.88409060452314,-8.870182292842056,-8.418520006204972
-41.89034867755897,-14.399193871261089,-10.93921970703321,-8.134258786908832,-8.225370794137389
-12.615412796626226,-11.044283816531923,-10.379972697671722,-8.381003807299189,-8.374956744137448
-1.091981271449342,-1.142043453336812,-1.1711989745340505,-1.4904854541021313,-1.6173325382711516
-5.0943220009395835,-4.540448358908869,-1.6939154726535919,36.82516523831467,38.76450588344462
-56.38158776318003,-57.34356000260902,-58.59953945359303,-58.60364817373704,-56.62136888213149
-12.312264535405417,-33.803600979614636,-8.343387958739921,-38.5670509061954,-5.827095564284696
