site,date,value
1,2014-01-01,0.023330915914824925
1,2014-01-02,0.02334101009749548
1,2014-01-03,0.023348524240813403
1,2014-01-04,0.023351914683805573
1,2014-01-05,0.02335136797768547
1,2014-01-06,0.023348157976411075
1,2014-01-07,0.02334378436868474
1,2014-01-08,0.023339351981675697
1,2014-01-09,0.02333535012322669
1,2014-01-10,0.023331847783631083
1,2014-01-11,0.023329005902293077
1,2014-01-12,0.02332745715956847
1,2014-01-13,0.0233280744644375
1,2014-01-14,0.023331169035825557
1,2014-01-15,0.023335806126760904
1,2014-01-16,0.023339922935385487
1,2014-01-17,0.023341324982716908
1,2014-01-18,0.02333888904632204
1,2014-01-19,0.023333078561573416
1,2014-01-20,0.023325429717507323
1,2014-01-21,0.02331753248362484
1,2014-01-22,0.02331027256475748
1,2014-01-23,0.023303667928110623
1,2014-01-24,0.02329716605222667
1,2014-01-25,0.023290036233792093
1,2014-01-26,0.02328157757348076
1,2014-01-27,0.02327116582406137
1,2014-01-28,0.023258421059826236
1,2014-01-29,0.023243617565193452
1,2014-01-30,0.023228022444129807
1,2014-01-31,0.02321372521650614
1,2014-02-01,0.02320295729477003
1,2014-02-02,0.02319749543634975
1,2014-02-03,0.02319867652036314
1,2014-02-04,0.0232078073457757
1,2014-02-05,0.02322614208145628
1,2014-02-06,0.023253886646754898
1,2014-02-07,0.023288680222782254
1,2014-02-08,0.0233248001525514
1,2014-02-09,0.023354087448960607
1,2014-02-10,0.023368542407667624
1,2014-02-11,0.023363421767515036
1,2014-02-12,0.023339191493126583
1,2014-02-13,0.023301313696929563
1,2014-02-14,0.023257998773290173
1,2014-02-15,0.023217124040447665
1,2014-02-16,0.023183841953330075
1,2014-02-17,0.023159873349102952
1,2014-02-18,0.023144340284244242
1,2014-02-19,0.023135198734415774
1,2014-02-20,0.023130451309798034
1,2014-02-21,0.02312881173421257
1,2014-02-22,0.023129762971663352
1,2014-02-23,0.023133138629884628
1,2014-02-24,0.023138617853460126
1,2014-02-25,0.02314552454162181
1,2014-02-26,0.023153002124490476
1,2014-02-27,0.023160295758737553
1,2014-02-28,0.02316692646598359
1,2014-03-01,0.023172719965133582
1,2014-03-02,0.023177797052892586
1,2014-03-03,0.0231825550927082
1,2014-03-04,0.0231875717553408
1,2014-03-05,0.02319341914616633
1,2014-03-06,0.023200489505330227
1,2014-03-07,0.023208881201485704
1,2014-03-08,0.02321822178036464
1,2014-03-09,0.023227327579451035
1,2014-03-10,0.023234068155718327
1,2014-03-11,0.02323590512958277
1,2014-03-12,0.023231228602046197
1,2014-03-13,0.02322070123602183
1,2014-03-14,0.02320741720432173
1,2014-03-15,0.023195571686877234
1,2014-03-16,0.023188699158227893
1,2014-03-17,0.023188645938186016
1,2014-03-18,0.023195442534368806
1,2014-03-19,0.023207520769005285
1,2014-03-20,0.02322207900616384
1,2014-03-21,0.023235797149574997
1,2014-03-22,0.02324575652028222
1,2014-03-23,0.023250189851223593
1,2014-03-24,0.023248790623354734
1,2014-03-25,0.023242637579740197
1,2014-03-26,0.023233798447212208
1,2014-03-27,0.023224645995334563
1,2014-03-28,0.023217002982479907
1,2014-03-29,0.023211433783481977
1,2014-03-30,0.023207135223867643
1,2014-03-31,0.02320272630416068
1,2014-04-01,0.02319758717080066
1,2014-04-02,0.02319267353373826
1,2014-04-03,0.023190190858791666
1,2014-04-04,0.02319254975426195
1,2014-04-05,0.02320148878653301
1,2014-04-06,0.02321751003540417
